,Words,AROU,VAL,DOM,CNC,IMAG
4342,several,3.886,5.343,5.029,3.886,3.914
4953,tent,3.629,4.857,5.429,6.457,6.588
5264,valour,5.179,6.643,6.148,2.519,2.963
5096,trailer,3.633,5.031,4.933,5.879,5.8
2518,indifferent,2.824,4.314,5.2,3.0,3.118
3667,play (game),6.188,6.618,6.273,4.441,5.206
3704,poke,4.938,4.571,5.343,5.029,5.4
2201,grain (wheat),2.394,5.849,5.156,6.188,6.091
4024,reggae,4.813,5.97,5.313,3.727,4.529
1862,feet (length),3.471,5.177,4.882,5.0,4.824
1954,fly (through air),6.594,6.677,6.029,4.471,5.647
4147,rod,3.375,4.941,5.424,6.294,5.943
1789,eyelashes,5.063,6.364,5.606,6.5,6.824
2228,green,5.156,6.065,5.483,4.733,6.276
2890,long,4.059,4.882,5.314,3.657,4.294
4397,shoot (film),5.094,5.879,5.419,5.063,5.394
683,button,3.677,5.235,5.559,6.382,6.647
505,board,3.353,5.03,5.229,6.057,5.857
2486,immune,4.094,6.853,5.656,3.606,2.697
907,claws,6.031,3.727,4.844,6.387,6.414
589,bread,4.258,5.742,4.75,6.828,6.8
2619,jailer,3.879,2.909,3.781,5.515,4.647
3321,object (thing),3.118,5.057,5.686,6.177,5.265
3106,mischievous,6.629,4.543,6.441,2.912,3.857
106,agree,5.382,7.382,6.794,3.118,3.333
4681,statute,3.484,5.0,5.067,4.464,3.643
737,car,4.914,6.029,6.382,6.857,6.882
4522,soak,4.0,4.559,4.853,4.714,5.118
3000,master,5.767,6.031,6.097,4.0,3.387
1840,fart,4.0,3.528,5.735,5.714,5.088
1220,cross (annoyed),4.686,2.794,5.543,3.743,4.686
2689,kind,5.531,7.758,6.467,2.879,3.485
3123,mole,2.406,4.849,4.875,6.303,6.25
1652,elite,5.941,6.457,6.6,3.706,3.563
1033,composer,4.5,6.294,5.529,5.636,5.636
2388,historical,3.714,5.514,4.429,3.912,3.314
2218,gratitude,5.429,7.853,5.438,2.546,3.765
2754,launch,5.516,6.061,6.188,3.313,3.909
416,beg,4.2,2.943,2.909,3.647,4.229
978,code,3.909,5.0,5.147,4.882,4.5
1770,expanse,4.455,6.065,5.452,3.844,4.25
478,blessed,5.455,8.118,5.286,2.059,3.657
730,capable,5.057,7.029,7.371,2.8,2.914
179,anus,4.03,4.156,5.0,5.906,5.484
807,chalice,5.0,5.548,5.786,5.393,5.581
3992,real,5.314,6.371,5.343,3.686,3.029
5546,zebra,4.818,5.939,5.406,6.807,6.813
1647,electronic,4.939,6.029,5.971,5.097,4.818
3328,oboe,3.633,5.9,5.107,6.452,5.936
1583,dull,2.057,2.694,4.206,3.139,3.971
4060,repent,3.875,4.471,4.559,2.667,2.909
3349,offence,5.441,2.546,4.441,3.029,3.606
497,blubber,3.667,3.618,4.088,4.912,5.029
705,calm,3.743,7.343,5.941,3.794,4.371
2513,incredible,7.758,8.344,7.121,2.546,2.424
3866,puffin,3.886,5.412,5.265,6.324,6.143
3552,people,5.697,6.333,5.457,6.226,6.364
1545,dread,5.548,2.065,3.0,2.5,2.875
472,blaze,6.857,3.686,5.629,5.059,5.686
3166,mouse,3.71,4.882,5.121,6.788,6.686
4246,scent,5.563,6.706,5.594,3.813,3.735
2173,golf,3.849,5.059,5.294,6.364,6.529
5326,virtuous,5.733,7.188,5.607,2.226,3.0
473,blazes,6.467,3.333,4.333,4.452,4.807
838,cheer (support),7.424,8.152,6.818,4.515,5.03
1643,eldest,4.387,6.094,6.355,3.688,3.897
1831,fans (sports),4.697,5.4,5.333,5.879,6.118
1181,crank (grouch),4.345,2.69,5.065,3.552,4.0
4479,slime,4.194,3.061,4.25,5.419,5.667
3414,over (above),4.152,5.939,6.758,3.939,4.152
272,atoms,4.818,5.677,4.152,5.364,4.636
5177,tube,3.364,4.844,4.818,6.059,5.529
336,bandit,5.818,3.121,5.118,5.226,5.033
5060,torch,4.559,5.829,5.727,6.057,6.118
3475,parochial,3.813,3.867,4.063,2.6,3.125
5241,upward,5.875,6.394,6.219,4.121,4.032
4559,soul,5.939,7.088,5.394,2.088,2.912
3648,plan,4.061,6.088,6.235,3.853,4.177
4453,skilled,5.412,7.618,7.206,3.242,3.813
2344,hearing (ear),4.606,6.382,5.697,4.941,4.147
486,bloke,4.771,5.353,5.485,5.457,5.914
1361,demon,6.061,1.906,4.219,3.758,5.75
286,auction,3.559,5.306,4.588,5.314,6.029
4570,spaceship,6.273,5.941,5.382,6.029,6.455
2521,industrial,3.849,4.455,5.286,4.6,4.677
3720,pond,3.971,5.486,5.235,6.382,6.394
254,assassinate,6.088,2.0,6.273,4.971,5.333
2346,hearth,4.035,5.967,5.138,5.185,5.039
2748,lark (bird),3.8,6.438,5.258,6.548,5.621
3985,rattle,4.455,5.061,4.909,5.706,5.912
3317,obesity,3.941,1.971,4.235,5.677,6.059
2728,ladies,5.735,6.406,4.939,6.323,6.382
1193,credit,4.029,5.941,5.088,3.235,3.029
2099,gaze,4.882,6.118,6.03,3.794,4.853
4716,stock (finance),3.206,4.735,4.156,4.121,4.03
5244,urgent,6.594,4.032,4.774,2.813,2.733
4301,seldom,3.091,3.933,3.968,2.375,2.636
893,city,6.161,5.844,4.936,5.929,6.31
626,brow,3.697,5.2,5.061,5.788,5.485
2366,hernia,4.621,2.618,3.121,6.03,3.938
1536,drama,5.647,4.471,4.677,4.029,3.735
1126,cost,5.031,3.645,3.807,3.419,3.355
3971,rare,5.353,5.647,5.094,3.091,3.177
896,civilized,4.121,7.061,5.303,3.324,4.0
3075,might (strength),6.188,7.206,7.375,4.0,4.455
1183,crap,4.147,2.559,4.618,3.636,4.824
3541,pen (ink),3.941,5.429,5.571,6.324,6.088
3792,prick (stab),4.697,3.242,4.543,4.8,4.647
3555,pepper (lightly cover),3.849,5.455,5.438,4.469,5.0
4886,system,3.813,4.771,4.265,3.971,3.6
5377,ward (hospital),3.471,4.206,3.147,6.382,6.438
4051,reminder,4.031,5.529,4.727,3.879,3.344
3161,mound,4.097,4.433,4.774,5.438,5.448
5107,trample,4.75,2.875,4.645,4.733,5.094
1971,foot,3.758,5.03,5.552,6.552,6.724
1350,delicious,7.394,7.879,5.824,3.265,3.853
2535,inflame,5.353,3.886,4.286,4.265,3.697
4362,shape,3.471,5.441,5.212,5.182,5.121
5515,wrath,6.129,2.636,4.5,3.0,2.875
4620,spread,4.394,5.188,5.441,4.0,4.818
228,aroma,5.531,6.576,5.235,3.514,3.588
1477,distract,4.143,3.735,4.257,3.177,2.849
4898,tall,5.094,6.324,6.406,5.294,6.441
3686,plug (blockage),2.588,3.879,4.206,5.618,5.912
1728,evaluate,4.429,5.2,5.857,3.2,2.882
3480,part (divide),4.125,4.212,4.618,3.567,4.229
17,abrupt,4.794,3.636,4.629,2.829,2.706
4707,stiff,4.853,4.235,4.765,4.121,4.156
4861,sweaty,3.636,3.091,4.219,5.206,5.97
1717,error,4.5,2.71,3.548,3.313,3.0
443,bicycle,4.941,5.882,5.969,6.818,6.667
1420,digest,3.242,5.143,5.059,4.879,3.686
37,accuse,5.742,2.742,4.844,2.344,2.452
3276,notebook,3.625,5.529,5.455,6.647,6.571
2702,kiwi,4.686,6.029,5.441,6.529,6.765
4392,shock,5.807,3.25,3.667,3.452,3.75
4785,sublime,5.233,6.71,5.613,2.484,2.25
1392,detach,3.375,3.484,5.333,3.788,3.303
1002,combatant,5.107,3.857,5.71,4.714,4.571
1874,fibre,3.529,5.152,4.909,5.177,4.412
5004,throne,6.029,5.971,6.143,6.457,6.471
2673,key (lock),4.188,5.514,6.281,6.531,6.606
5432,whiff,3.771,4.152,4.882,3.029,3.265
1611,earn,5.914,7.177,6.265,4.514,3.6
1406,device,3.824,5.371,5.486,5.382,5.0
4899,tame,3.424,5.485,4.485,3.061,3.667
2847,link,3.879,5.485,5.531,3.485,4.25
3858,prune (trim),3.97,5.563,5.677,4.735,5.031
88,afar,3.781,4.294,4.457,3.0,3.788
5257,vaccine,4.871,7.091,4.667,5.688,5.129
3049,menace,5.576,2.571,5.088,3.343,3.857
1471,disposition,4.031,4.548,4.529,2.6,2.281
5512,wound (wrap around),4.152,4.441,4.265,4.531,4.853
765,cast (plaster bandage),3.514,3.543,3.294,6.771,6.571
1144,counter (worktop),3.5,5.394,5.088,6.576,6.265
2552,insincere,4.906,2.355,4.258,2.281,2.281
1487,divert,4.394,4.344,4.387,3.742,3.281
144,ambition,6.879,7.686,7.559,2.294,3.429
3410,outstanding,6.8,8.469,6.467,2.313,2.938
3624,pinch,4.939,3.75,5.281,4.906,5.563
3817,professor,4.97,6.265,5.353,6.171,6.343
5418,weirdo,4.971,2.853,3.8,2.686,4.229
3285,novel (new),5.353,6.242,5.559,3.265,2.758
1509,donkey,3.706,5.182,5.343,6.588,6.667
2536,infringe,4.094,3.636,4.441,2.857,2.677
2405,honest,5.559,7.735,6.333,2.879,3.059
485,block,3.303,4.235,5.0,5.294,5.121
996,colonel,3.912,5.235,5.424,5.794,5.485
1807,faint (colllapse),4.882,2.941,3.121,4.818,5.636
2607,isle,3.303,5.559,4.5,5.667,5.618
1514,dope,3.903,4.226,4.613,4.188,3.586
5097,train,3.846,5.791,5.075,6.687,6.698
4262,scorn,4.879,2.636,4.129,2.594,2.824
794,cell,3.971,4.5,3.824,5.824,5.735
3176,mug (face),3.6,4.647,5.229,5.771,5.8
3243,negotiation,4.559,6.03,6.177,3.618,3.667
4873,swimmer,4.839,6.118,5.485,6.031,6.152
4989,thinner,4.765,5.206,4.618,4.543,4.879
4436,sinister,5.212,2.0,4.0,2.636,3.765
2264,habit,3.438,4.712,4.292,3.758,3.47
1272,cut (wound),5.406,2.813,4.226,6.0,6.156
748,carol,3.697,6.242,5.147,4.912,4.727
1877,fiddle,5.088,5.314,5.029,5.706,6.0
1832,fantastic,7.03,8.257,6.235,2.971,3.257
100,agent,4.54,5.109,5.213,4.672,4.349
3442,paint,4.618,5.97,5.441,6.394,6.324
952,clutch,4.4,4.571,5.286,5.441,5.242
4460,skull,5.0,4.552,5.188,6.8,6.724
2121,ghetto,4.829,2.853,4.0,4.8,5.0
5402,wealthy,5.939,7.029,6.324,3.765,4.879
3734,port (wine),5.059,5.971,5.824,6.125,6.088
3861,psychology,5.485,5.941,4.677,3.353,3.333
2229,green (colour),4.588,5.886,5.059,4.647,6.882
3898,push,5.088,4.286,5.743,5.114,5.057
4635,squash (vegetable),2.727,5.177,5.029,6.735,6.2
3918,queen,4.906,5.576,4.656,5.552,6.065
1488,divination,3.833,5.556,4.577,2.704,2.36
109,aim,4.794,6.606,6.829,2.677,2.941
2312,harp (instrument),4.061,6.114,4.429,6.771,6.4
5433,whimper,4.194,3.152,2.903,3.727,3.844
4668,stapler,3.0,4.853,5.765,6.743,6.647
3809,process (modify),3.571,5.629,5.471,3.088,2.529
4997,thoughtless,3.882,2.529,4.324,2.206,2.206
1483,ditch,3.469,3.424,4.455,5.125,4.938
2347,heater,4.424,6.152,5.485,6.387,6.0
3722,poodle,4.343,6.121,5.171,6.657,6.6
4253,scientific,5.2,6.429,5.882,4.229,4.0
2131,girl,5.394,6.5,5.469,6.387,6.531
1755,execute,5.455,2.088,4.912,4.265,4.177
3095,mint,4.406,6.063,5.258,6.3,6.097
5221,unit (item),3.0,5.03,5.0,5.031,4.242
3846,prostitute,4.486,2.471,4.086,6.242,6.0
4019,reflex,4.941,5.735,4.485,4.088,3.97
2815,lie (position),3.857,5.543,4.8,4.914,5.457
3980,rat (inform),3.857,3.257,4.546,4.206,4.088
4235,scandal,6.257,2.543,4.324,2.794,3.657
3547,penis,6.5,6.353,5.771,6.647,6.758
810,champion,7.235,8.03,7.121,4.788,5.706
5434,whine,3.588,2.6,4.571,3.543,3.914
747,carnival,6.6,7.294,5.314,6.2,6.429
308,baboon,3.971,5.114,5.029,6.571,6.588
5464,wing (plane),4.313,5.182,4.636,6.636,6.594
1188,crazy,6.206,3.059,4.879,2.794,4.412
1616,easy,4.914,6.8,6.371,3.143,3.257
2420,hopeful,6.143,7.529,6.0,2.618,3.559
4043,relic,4.546,5.563,4.781,4.844,4.375
4104,rheumatism,3.739,2.455,3.375,5.609,3.182
2045,fucker,6.281,3.03,6.061,3.471,3.091
1873,fiber,3.387,5.613,4.807,5.548,4.167
2527,infect,4.469,2.406,4.129,4.438,4.121
1173,crab (shellfish),3.242,5.125,5.485,6.576,6.606
233,arrested,5.344,2.143,3.063,4.807,4.677
1292,dangerous,7.353,2.677,4.563,3.114,4.594
2457,hush,3.529,4.629,3.8,3.412,3.424
3518,peacock,5.059,6.429,5.697,6.677,6.647
1121,corporation,3.212,4.143,3.886,4.677,4.571
3903,putrid,3.28,1.731,4.0,3.154,3.6
4917,taser,5.594,2.656,4.258,6.094,5.813
1554,dresser,4.286,5.5,4.743,5.914,5.559
2704,kiwi (fruit),4.857,6.057,5.429,6.424,6.6
2316,harvest,4.933,6.531,5.516,5.0,4.8
5387,wart,3.364,2.485,3.727,6.364,6.364
44,achievement,6.333,7.938,7.452,2.879,3.875
5456,wind (breeze),4.829,5.265,5.0,4.914,4.914
746,caress,6.563,7.063,5.424,4.156,4.061
5026,tire,2.939,3.824,4.029,4.667,4.824
438,best,6.0,8.147,6.818,2.647,3.029
1593,durable,4.647,7.0,6.576,3.177,3.571
3323,oblige,4.088,5.057,4.088,2.765,2.514
3318,obey,4.971,4.0,2.412,3.118,3.091
879,church,3.129,4.485,3.125,6.0,6.467
3787,pretzel,4.029,5.5,5.371,6.412,6.629
4141,robin,5.235,5.765,5.343,6.8,6.647
3909,quack,3.939,4.735,4.382,4.375,4.294
2104,general,3.286,5.057,5.118,2.943,2.743
149,amplifier,5.9,5.871,5.903,5.563,5.226
586,bravery,7.063,7.636,7.188,3.387,3.727
5204,tyre,3.088,5.031,5.412,6.457,6.543
437,berry,4.853,5.971,5.114,6.588,6.343
4373,sheepskin,3.697,5.03,5.063,6.382,6.143
12,ability,5.471,6.912,6.971,2.941,2.515
93,afford,4.853,5.879,5.2,3.576,3.364
3995,rear (behind),4.571,4.941,4.765,5.371,4.886
183,ape,4.677,5.121,5.03,6.576,6.647
4524,sob,4.156,2.706,3.371,4.353,5.714
642,bulb (light),3.765,6.114,5.515,6.229,6.714
877,chubby,4.029,3.257,3.943,4.829,6.057
2881,locket,4.457,6.412,5.485,6.353,6.714
2476,illusion,6.0,4.743,3.829,2.941,3.412
2633,jewel,6.5,7.143,5.941,6.286,6.571
2663,jury,4.606,4.618,3.794,5.588,5.697
1612,earphones,3.97,5.765,5.588,6.853,6.794
2311,harp,4.716,6.182,5.354,6.387,6.613
1747,excited,7.882,8.143,6.886,2.618,4.543
3588,petty,3.969,2.939,3.8,2.645,2.794
3523,peas,3.364,5.431,4.896,6.625,6.645
5138,trial (test),3.912,4.121,3.765,4.429,3.706
926,clock,4.031,5.438,4.188,6.467,6.448
4947,tender (soft),6.257,7.086,5.324,3.265,3.886
5340,vole,3.0,5.143,5.069,6.643,5.964
653,bunk,3.6,4.714,5.257,5.657,5.061
429,belly,4.594,4.438,4.516,6.0,6.067
3383,orchard,4.543,6.235,5.0,6.4,6.235
3622,pimple,3.594,2.813,3.788,6.273,6.088
4836,surfer,5.143,5.941,5.529,6.485,6.333
5019,tight,4.788,4.364,3.667,4.235,4.771
2462,iceberg,5.029,4.382,5.257,6.829,6.629
3443,paintbrush,4.6,6.314,5.294,6.5,6.629
2850,lip,5.29,5.625,5.636,6.375,6.813
4327,serious,3.879,3.914,5.849,3.171,3.657
259,assuring,4.645,7.469,6.032,2.29,2.719
63,address (postal),3.546,5.0,5.114,5.581,4.559
1044,conclusion,4.571,5.257,6.059,3.0,2.471
2273,hallucination,5.059,3.706,3.265,3.382,4.0
5406,weave,3.625,5.333,5.324,4.97,5.529
1032,compose,4.546,6.394,6.0,3.576,3.364
1419,diffusion,3.529,5.471,4.206,4.0,3.364
2471,igloo,4.781,5.788,5.143,6.484,6.548
1215,crook (stick),2.879,4.714,5.0,5.364,5.267
1197,creep,5.118,2.118,4.206,3.353,4.088
2864,live (not recorded),6.25,6.5,5.606,4.531,4.563
5453,wilt,3.177,3.091,3.844,4.152,5.152
721,cane (beat),4.576,2.688,4.853,5.813,5.424
693,cake,5.941,7.147,5.059,6.829,6.686
1566,drop (rain),3.765,5.086,5.03,5.886,6.5
5212,underworld,5.909,3.364,3.548,2.485,2.969
4670,star (celebrity),5.697,5.576,5.485,4.667,5.667
287,auctioneer,3.516,4.839,5.226,5.7,5.194
2191,grace,4.686,7.324,5.114,2.714,3.353
3831,prone,4.129,4.273,3.813,2.781,2.667
1907,fire (employment),5.714,2.257,4.743,4.114,3.971
2669,ketchup,4.088,5.394,5.424,6.429,6.118
3732,port,3.152,5.114,4.886,5.853,5.177
2330,head (body),4.824,5.912,6.677,6.706,6.677
4109,ribs,4.059,5.242,5.182,6.0,5.969
561,bow (ribbon),4.257,6.182,4.818,6.059,6.441
2721,label,3.714,4.6,4.029,5.314,5.636
3550,pensive,3.645,4.839,4.633,3.0,3.438
4714,stir (move),4.743,5.2,6.314,4.265,5.371
4183,runner,4.645,5.914,6.242,6.182,6.2
5231,upgrade,5.6,7.2,6.0,4.143,3.857
5426,whalebone,3.72,5.0,4.96,5.667,5.125
944,club (disco),5.824,6.529,5.576,6.324,6.382
4874,swimming,5.1,6.097,6.094,4.966,5.867
4596,spherical,3.969,5.226,4.818,4.871,5.697
4834,surf (breaking waves),5.4,6.314,5.743,6.235,6.382
210,architect,4.242,5.771,5.314,6.0,5.2
47,acrobat,5.182,6.031,5.129,5.875,6.032
1760,exercise,6.265,6.706,6.824,4.971,6.171
4454,skin,5.774,5.645,5.3,6.484,6.607
856,chewy,4.469,4.438,4.567,4.194,4.0
4319,sentence,3.469,5.0,5.194,5.063,5.469
1321,decadent,6.967,5.903,6.161,2.464,3.867
2168,gods,5.152,6.118,4.971,2.857,4.114
2996,mass (weight),4.353,4.735,5.324,4.636,3.765
2922,lump,3.375,3.813,4.344,5.697,5.546
3468,parasite,4.486,2.303,3.382,5.6,5.273
1512,door,2.818,5.333,5.156,6.636,6.686
2254,guided,4.088,6.412,2.943,3.371,3.657
1561,drive,4.813,5.774,6.094,4.818,5.25
4054,remote,3.4,4.706,4.543,4.857,5.147
2857,literature,5.879,6.971,5.853,5.382,5.5
3976,rash (skin),3.257,2.382,3.6,6.029,6.4
3868,pull,4.818,5.412,5.457,4.0,4.424
1650,elevator,4.0,5.571,4.406,6.286,6.543
3311,oak,3.788,5.625,5.355,6.559,6.343
5228,untroubled,4.0,6.912,5.857,2.912,3.235
354,bar (pub),5.758,6.029,5.743,6.371,6.4
5458,windmill,3.882,5.645,5.394,6.581,6.323
1305,dawn,5.9,6.719,5.656,5.031,5.552
2232,greet,5.265,6.882,5.382,3.647,4.5
3426,pacifism,4.258,5.936,5.242,2.636,3.406
2197,graduate,6.177,7.743,6.912,5.471,5.909
1988,fork (road),3.909,4.875,4.727,5.727,5.727
3429,pack (fill),3.606,5.0,5.265,4.824,4.364
1666,empathy,5.382,7.265,6.147,2.303,3.212
1632,eel,3.559,4.765,4.882,6.576,6.364
414,beetle,3.265,4.364,5.061,6.677,6.706
1374,deserving,5.219,7.571,6.0,2.788,2.667
3578,personal,5.647,6.086,5.938,2.818,2.714
4949,tense,4.114,3.571,4.094,3.091,3.794
3592,phase,3.618,5.059,4.8,3.091,2.971
4978,therapist,4.588,5.471,4.0,5.5,5.576
4602,spirit,6.375,6.875,6.091,2.469,3.29
2275,ham,3.636,5.257,5.0,6.647,6.588
3259,nice,4.457,7.429,5.571,2.941,3.765
1820,fall (drop),3.765,3.667,3.75,4.606,4.824
4561,sour,3.5,3.471,4.543,3.971,4.257
1186,crawl,3.969,4.618,4.303,4.794,5.5
5549,zero,4.031,4.182,4.567,2.688,3.903
252,ass (insult),4.697,2.063,4.188,2.807,2.807
5120,traveller,5.636,6.313,6.242,4.939,5.303
654,bunk (bed),3.543,5.235,5.273,6.559,6.286
350,bar,5.147,5.618,5.529,6.265,6.529
4322,sentiment,4.656,6.333,5.424,2.273,3.0
2378,hierarchy,5.118,3.735,4.515,3.188,3.941
2181,gorge,4.788,4.5,5.152,4.875,4.588
5029,titanic,4.242,3.794,4.882,5.758,5.941
457,bit (bite),4.0,4.177,5.471,5.029,5.03
2753,laughter,7.375,8.219,6.581,4.364,5.188
5008,ticket,4.788,5.457,5.412,6.094,6.0
90,affect,4.5,4.941,5.177,2.412,2.177
798,cello,3.688,5.8,5.177,6.706,6.529
5392,watch (look),4.486,5.118,5.286,4.147,4.147
3063,metric,3.441,5.152,5.0,4.441,2.735
4182,run (test),3.853,4.75,4.781,4.121,3.727
26,abyss,6.226,3.242,3.433,3.177,4.235
5435,whip,6.581,4.094,5.581,6.182,6.333
549,bother,3.543,3.486,4.412,2.686,2.686
3207,mythology,5.03,5.606,5.091,2.515,3.484
4287,second,3.182,5.091,4.765,4.559,4.382
181,anxious,5.686,2.657,3.265,2.657,3.806
3877,pumpkin,4.125,5.606,5.412,6.788,6.849
263,astonished,6.429,5.8,4.857,2.5,3.4
4420,sick (disgusting),4.2,2.324,4.706,3.471,3.647
2851,lips,6.844,6.367,5.344,6.786,6.586
5181,tumbler,3.719,5.121,5.063,5.091,4.906
5110,tranquil,3.313,7.697,5.97,2.515,4.029
5064,tornado,5.909,2.0,3.594,6.121,6.188
3910,quack (charlatan),4.429,3.143,4.63,3.643,3.75
1539,draw (artistic),5.152,6.143,6.029,4.343,5.229
3827,projector,3.629,5.314,5.629,6.286,6.029
4010,record (to register),3.516,5.387,5.258,4.0,3.467
5036,toaster,3.688,5.618,5.294,6.853,6.853
4139,robbery,5.765,1.758,3.771,5.353,5.667
4876,swing,5.394,5.758,5.677,5.781,6.194
3071,midst,3.242,5.065,4.706,2.912,3.029
1425,digital,4.382,6.143,5.286,5.063,4.546
2655,juggle,4.939,5.625,5.818,4.936,5.667
1765,exhaustion,3.647,2.441,3.091,3.235,4.114
3685,plug,2.857,5.0,4.914,6.343,6.2
5159,troublesome,4.714,2.576,3.912,2.571,3.114
4576,spark,6.629,6.303,5.629,5.588,5.714
4252,science,6.029,7.059,5.618,4.371,4.765
4095,review,3.824,5.0,4.765,4.086,3.818
1962,fold,3.323,4.875,5.0,4.5,4.813
1870,feudalism,4.333,3.28,3.68,3.565,2.708
2746,large,5.75,6.031,5.969,2.969,4.25
4236,scapegoat,3.969,2.906,3.419,3.03,2.938
69,admire,6.294,7.625,5.875,2.71,3.75
1073,console,4.912,5.857,4.677,3.382,4.177
3855,prudent,3.849,4.367,4.839,3.161,2.656
676,busy,4.382,4.647,4.559,3.571,4.091
5303,vet (veterinarian),4.2,6.2,5.286,6.143,5.971
5452,wilds,5.0,5.2,4.879,4.333,3.939
1864,fence,3.742,4.719,4.774,6.517,6.621
2877,lock,4.086,4.735,5.118,6.143,6.257
203,apricot,4.188,5.939,5.121,6.5,6.697
4399,shoot (plant),3.546,6.219,5.0,6.294,6.088
1526,down,3.303,3.941,4.5,3.382,4.229
339,banjo,4.636,5.606,5.2,6.486,6.324
3824,project,4.594,5.469,5.281,4.242,4.156
3989,react,5.294,5.063,5.343,3.353,3.647
4116,ridicule,3.743,2.394,3.059,2.824,2.943
479,blessing,5.057,8.114,5.273,2.722,3.576
387,bayonet,4.581,3.387,4.667,6.033,6.219
3399,otter,4.313,6.059,5.171,6.794,6.657
2114,geologist,2.758,5.515,4.697,5.813,5.212
4870,swift (bird),4.5,5.735,5.697,5.939,5.188
2765,leader,6.057,6.824,7.771,4.706,5.029
2182,gorge (canyon),5.406,5.118,4.697,6.143,6.088
3631,pint (beer),4.829,5.743,5.471,6.794,6.906
4080,residue,3.091,4.147,4.353,4.735,4.546
3248,nervous,5.114,3.029,2.647,3.486,4.514
2722,lace,4.879,5.829,4.543,6.353,6.143
3070,midget,3.588,3.818,4.177,5.857,6.061
1334,decorator,3.818,5.824,5.118,5.879,5.765
2582,interest (monetary),4.061,5.364,4.75,3.576,3.097
4100,revolve,4.324,5.118,4.938,3.735,3.6
3336,obsessive,5.171,3.059,3.8,2.941,3.515
5421,well,4.576,6.765,5.485,3.719,4.265
221,armed,6.254,3.029,5.923,4.746,5.108
1209,critic,4.313,2.912,4.909,4.543,3.771
677,busybody,4.452,3.344,4.839,4.226,4.807
1129,cosy,5.406,7.794,5.912,3.313,4.849
1777,exploration,7.0,6.941,6.788,3.441,4.029
1094,convene,3.967,5.276,5.167,3.172,3.065
805,chair (head),3.943,5.656,4.9,4.897,3.903
61,addition,3.4,5.457,5.629,3.677,3.382
5292,verse,3.6,5.743,5.061,3.853,3.636
4229,scale (fish),3.121,4.794,5.206,6.118,6.118
5547,zephyr,4.667,5.2,4.643,3.813,3.357
2406,honesty,5.719,8.324,6.333,2.514,3.343
2917,lucky,6.625,8.097,5.375,2.258,2.656
1630,educate,5.2,7.441,5.912,3.735,3.714
5487,women,5.2,6.971,6.235,6.412,6.371
4307,sell,4.543,5.343,6.235,4.343,4.257
5035,toast (speech),4.743,6.559,5.647,4.546,4.771
177,anthropology,4.063,5.419,5.344,2.968,2.438
4816,sunburn,4.829,2.714,4.0,6.314,6.286
2436,house,4.355,6.129,5.625,6.391,6.552
1729,evangelist,4.25,4.138,4.367,3.645,3.333
4756,strictly,4.206,3.727,4.0,3.429,2.743
5428,wheat,3.273,5.677,5.471,6.412,6.25
4055,remote (controller),3.667,5.412,6.697,6.455,6.4
2240,grin,5.829,7.147,6.257,5.514,6.229
3471,park,4.516,6.688,5.3,6.0,6.207
1071,conquest,6.212,5.303,7.152,3.697,4.0
733,captivate,6.97,6.879,5.758,2.0,2.546
605,bridegroom,5.0,6.613,4.833,5.903,5.818
3193,mushroom (food),3.353,5.029,5.088,6.6,6.529
4220,sauce,3.765,5.657,5.333,6.324,6.2
3378,orange,4.788,5.697,5.594,6.182,6.615
2523,inebriated,4.033,3.148,3.536,2.933,3.963
4647,staff (workforce),3.879,5.242,4.647,5.618,5.294
4292,sector,2.656,4.909,4.939,3.97,3.303
3682,plot (story),4.882,5.727,5.286,3.941,3.382
1740,evoke,5.548,5.774,5.484,2.375,2.281
527,bongo,5.147,5.971,5.656,5.906,5.97
2223,gravity,5.032,5.906,3.469,4.03,2.758
2656,juggler,3.879,5.697,5.353,6.265,6.429
2641,joiner,3.121,5.364,5.029,6.03,5.807
1244,crying,4.912,2.177,2.912,5.257,6.343
681,butter,4.323,5.484,5.267,6.233,6.483
1718,eruption,7.2,3.257,4.265,5.571,5.829
5180,tumble,4.546,3.971,3.879,4.656,4.706
1049,condescend,4.065,2.71,3.968,2.563,3.0
3571,permission,4.088,5.6,3.2,3.177,2.677
3434,padlock,3.938,4.853,4.382,6.75,6.875
2829,lighting,5.219,6.088,5.765,5.516,5.343
1788,eyebrows,3.546,5.353,5.088,6.719,6.727
803,chain,4.629,4.029,4.686,6.343,6.314
2464,idea,5.912,7.559,6.788,2.177,2.971
4573,spade (shovel),3.242,4.758,5.324,6.529,6.324
3210,nail (hammer),4.333,4.765,5.939,6.559,6.667
3252,network,4.194,5.677,5.188,3.781,3.233
4739,strange,5.303,3.971,4.353,2.412,3.382
3613,piece,3.471,5.088,5.147,4.941,4.471
4335,set,3.412,5.343,5.314,4.657,3.382
4767,stripper,6.25,3.875,4.781,6.219,6.344
219,arm (weapon),5.727,2.758,6.636,5.758,5.563
1168,cowboy,4.853,5.471,5.735,6.177,6.667
582,brass,3.968,5.226,5.467,5.5,4.774
4545,solemn,2.906,3.75,3.5,2.548,3.25
43,achieved,6.143,7.886,7.441,2.5,3.088
3085,millionaire,6.794,7.265,6.647,5.667,5.844
4475,slide,4.697,5.441,5.088,5.657,5.286
3458,paper,3.655,5.645,5.69,6.652,6.5
4868,sweets,6.657,6.735,5.636,6.618,6.677
718,candy,5.714,7.029,5.114,6.114,6.647
